平均值	0.0018977303821978181	0.0022357547955888348	0.0021046016174085702	4.908223616955645E-4	4.462227554933276E-4	5.302443272566771E-4	5.750283139727809E-4	5.666076559920105E-4	4.0336761982376373E-4
SiteId	Latitude	Longitude	UserCount	MinuteCount	URICount	TotalCount	工作区	生活区	商业区	timeZone1	timeZone2	timeZone3	timeZone4	timeZone5	timeZone6
834	40.813999	111.661003	1520	3706	530	48623	1	35	11	7	47	12391	20910	15233	35
709	40.802101	111.657997	1767	5051	431	21221	1	7	11	2454	1916	5930	4241	6167	513
710	40.804199	111.655998	1314	7255	530	54924	6	17	8	4723	4962	7338	11156	12965	13780
1226	40.812	111.702003	1621	7269	598	64912	3	20	7	5778	6417	17486	12380	19070	3781
807	40.813499	111.658997	1508	5122	479	27185	3	31	9	2872	763	5442	9237	6826	2045
1315	40.8265	111.698997	899	8459	650	83770	5	14	10	9694	9411	13753	13229	18000	19683
1377	40.8209	111.712997	948	7489	519	47046	4	32	6	4935	6915	13153	8120	10929	2994
1164	40.833099	111.672997	1069	7525	549	48042	4	7	7	6315	6181	10865	8450	12469	3762
912	40.8064	111.676003	1120	6724	591	76688	10	30	4	1895	6789	29144	14371	22640	1849
1236	40.8391	111.677002	1336	4474	437	17630	2	20	7	701	1857	4520	4622	5293	637
835	40.814098	111.661003	1112	3394	441	26614	2	40	11	6	78	7929	10189	8355	57
733	40.797901	111.666	601	6930	503	37332	9	23	10	4756	5328	9577	7500	7780	2391
863	40.8144	111.663002	1084	5441	467	34858	5	25	10	665	757	7924	10567	12135	2810
936	40.826	111.658699	799	3469	425	21596	5	12	6	0	2	5210	8975	7409	0
975	40.816299	111.671997	921	7113	489	34988	5	28	14	2517	2795	8062	8806	7152	5656
943	40.826	111.658997	778	3546	443	32665	4	12	4	1	17	10912	11375	10360	0
765	40.824242	111.643997	794	8111	513	55378	3	11	10	6604	7302	7579	9950	10134	13809
1064	40.8223	111.674004	977	4988	441	21391	9	6	11	2561	1558	3334	4365	4616	4957
1299	40.823002	111.699997	658	8154	585	56867	3	12	8	6797	8593	8516	10049	7617	15295
1246	40.842899	111.674004	1321	4126	572	61544	2	11	6	30	765	20518	16912	21120	2199
676	40.813	111.639	846	6154	459	32610	5	9	7	3269	2641	4290	7045	7223	8142
1481	40.834099	111.727997	796	4431	370	21907	5	17	8	791	596	5985	6095	7969	471
737	40.809299	111.654999	773	6903	418	29227	6	15	12	4435	3609	5482	4916	4873	5912
786	40.796501	111.674004	676	4002	415	24155	6	13	11	0	119	5075	7553	11023	385
948	40.818298	111.667	625	4065	387	28566	4	17	7	142	239	9448	10890	7427	420
1349	40.831	111.698598	733	6346	533	48670	4	7	12	2190	3507	15362	10962	11292	5357
851	40.8148	111.662003	677	3835	301	15424	3	30	16	240	37	3752	5186	5478	731
891	40.808201	111.671997	640	4573	370	15730	9	9	14	2426	2354	3297	2883	3856	914
849	40.814701	111.662003	592	3959	282	15218	3	38	16	152	16	3171	5105	5566	1208
1311	40.836498	111.688004	419	3634	361	17956	2	8	9	25	72	5718	5682	6375	84
802	40.812	111.660004	441	4524	338	21296	2	30	18	267	184	4581	6798	7435	2031
769	40.81469	111.654289	487	6545	407	26762	2	43	4	3089	2615	5121	5965	4031	5941
1485	40.834599	111.727997	508	4343	364	21647	5	17	8	136	235	4946	7245	8113	972
766	40.7985	111.669998	321	6300	334	22917	2	13	6	4413	5342	4075	4016	3586	1485
958	40.812801	111.674004	300	4003	344	14809	8	23	8	1109	1017	3458	4625	3262	1338
974	40.800201	111.688004	503	7658	521	71158	5	13	4	11131	6133	12629	19321	14063	7881
984	40.802799	111.685997	576	6012	382	30166	10	23	8	3592	3459	7658	6319	7203	1935
962	40.813202	111.674004	341	5534	391	20541	6	28	10	2197	1535	4162	5313	3906	3428
1396	40.818119	111.720207	219	5518	329	26526	5	42	6	1604	1932	8652	5277	5191	3870
1018	40.8162	111.675003	255	3594	295	11510	5	23	12	1237	372	2056	2944	2936	1965
1269	40.820999	111.697998	371	5144	301	14923	7	19	9	1347	782	1539	2825	3882	4548
727	40.808601	111.654999	399	6597	315	19504	3	16	9	2960	1429	2023	3085	5345	4662
970	40.802101	111.685997	476	6242	419	30054	3	18	9	6193	3649	6770	5242	6379	1821
985	40.828999	111.660004	356	2733	282	12296	5	12	9	0	0	3608	5314	3374	0
949	40.800753	111.684598	385	4783	312	18469	4	14	7	2993	3358	4989	2529	3326	1274
1026	40.808701	111.682999	305	3913	330	25117	8	12	8	249	2121	10367	3522	8182	676
1013	40.808899	111.681999	442	6467	431	38779	9	14	5	9671	5878	4739	7077	6799	4615
846	40.817501	111.658997	303	5499	334	25768	2	8	12	4335	770	4844	4365	5045	6409
1163	40.813	111.693001	319	6577	424	42168	4	10	6	8195	5501	6306	11196	6625	4345
822	40.813099	111.661003	263	2583	204	8811	1	31	13	0	28	2498	3100	3019	166
812	40.812	111.661003	216	4815	265	16465	3	28	20	897	1001	4431	4129	3918	2089
1077	40.8363	111.661003	288	6226	400	36745	6	5	7	5213	4253	6979	8103	9240	2957
964	40.827301	111.660004	223	2227	233	7963	3	11	7	0	54	2657	3116	2136	0
954	40.800201	111.685997	287	7408	451	53905	6	13	6	11637	10827	7633	10495	9633	3680
767	40.814701	111.653999	222	2851	259	8700	2	42	3	2318	984	1365	999	1156	1878
1298	40.8438	111.679001	254	6445	433	49200	7	20	10	4312	3850	5982	12096	6985	15975
724	40.808399	111.654999	278	6243	322	19914	3	16	8	3679	1145	2244	3682	4122	5042
1293	40.834999	111.686996	139	2965	274	13046	0	13	14	10	74	4189	4102	4655	16
966	40.8134	111.674004	144	5245	281	19025	5	31	11	1570	1114	4860	3576	4628	3277
987	40.802101	111.686996	235	6443	403	32716	3	12	9	6857	3286	6563	6424	5881	3705
1177	40.814201	111.693001	295	6622	435	34688	5	18	9	7674	5666	4072	7552	5704	4020
1330	40.827099	111.699997	228	3089	250	8505	6	10	5	1087	569	598	1652	2345	2254
1252	40.82618	111.691132	220	3731	262	14648	9	18	16	38	32	3837	4652	4889	1200
921	40.821201	111.662003	164	3793	225	11408	4	29	12	981	278	1463	2691	3319	2676
888	40.817902	111.662003	126	3689	246	9876	8	21	12	894	608	1718	1362	2894	2400
961	40.8242	111.663002	102	3709	224	10529	0	19	5	890	473	2300	1858	2492	2516
1302	40.8442	111.679001	243	6347	425	36554	7	19	10	5761	3593	6038	7451	4689	9022
1303	40.821301	111.702003	182	3488	272	15191	6	24	11	77	248	4759	5693	3546	868
1259	40.8251	111.693001	136	2389	240	7026	6	28	12	290	218	1621	1807	2122	968
1385	40.8451	111.691002	153	1676	198	4628	6	10	8	196	434	420	641	777	2160
952	40.812698	111.672997	127	1739	212	4600	8	19	11	241	231	1099	1124	1270	635
1063	40.836201	111.660004	194	5105	370	24890	5	5	6	2262	3119	5563	5952	5610	2384
790	40.811901	111.658997	143	2781	251	10284	3	30	12	0	164	3675	3142	3015	288
805	40.818298	111.653999	149	3875	203	11571	6	8	6	1486	1666	2272	2349	3204	594
1053	40.821999	111.672997	104	1994	203	6322	9	10	6	12	92	1841	2065	2267	45
994	40.808601	111.681	235	4628	333	21926	2	18	5	3613	3400	2565	5151	4685	2512
1285	40.83696	111.684013	117	2453	212	5705	3	14	3	601	747	1621	759	1442	535
1305	40.844501	111.679001	194	5516	488	41192	8	18	10	3997	5131	5498	7061	6118	13387
1280	40.8274	111.693001	136	1981	174	9787	7	14	12	181	1125	1934	2221	1437	2889
1254	40.82618	111.691254	174	2717	208	8179	8	15	14	1	13	2085	2957	2620	503
1017	40.809101	111.681999	217	4956	291	20616	9	13	5	5277	2476	2161	4033	3901	2768
1182	40.827099	111.681	71	2300	224	7451	5	24	6	2300	472	825	1149	1598	1107
1169	40.811501	111.695	90	1648	159	3630	5	20	12	405	193	906	842	1150	134
1031	40.806999	111.684998	76	3419	233	12915	9	9	9	3107	1627	487	5278	1250	1166
777	40.804699	111.665001	125	1831	177	4753	3	12	11	0	15	1884	1710	1131	13
1464	40.8353	111.722	164	2227	158	4663	6	16	5	428	352	1303	1306	1176	98
1125	40.8396	111.663002	119	2344	189	6231	2	9	8	434	352	1330	1128	2022	965
800	40.823799	111.648003	84	2186	151	4856	6	21	7	653	694	870	1008	802	829
997	40.802799	111.686996	188	3582	298	14724	7	21	11	3578	1904	2966	3056	2330	890
909	40.805099	111.677002	169	3126	222	11225	5	23	6	333	286	3712	2639	3882	373
932	40.806499	111.678001	161	3339	200	7369	7	30	10	2517	1190	1035	1093	1081	453
1078	40.836601	111.661003	177	4568	337	21218	6	5	8	2139	1916	4088	5427	5520	2128
1001	40.808998	111.681	173	4984	344	26939	4	14	2	7276	2235	5155	4758	5219	2296
1049	40.821743	111.672935	96	2113	199	8565	8	10	6	1111	189	1989	2605	2477	194
1230	40.8386	111.676003	92	1961	141	5425	4	16	8	593	319	1197	1186	1976	154
1184	40.827351	111.681229	120	833	120	1581	4	22	6	50	102	251	359	470	349
1380	40.8311	111.704002	101	2649	233	6571	7	9	4	942	716	1212	1663	1745	293
1192	40.837002	111.672997	114	3579	187	9678	4	21	7	1182	1580	2703	1806	2072	335
1085	40.8367	111.662003	118	6001	403	30399	7	5	7	6530	3812	7142	5551	4611	2753
1221	40.815498	111.697998	164	1772	190	5502	3	20	7	1647	62	1021	1099	1232	441
1278	40.827999	111.692001	107	2897	180	8050	8	17	13	1271	421	1034	1622	1124	2578
1171	40.826599	111.68	86	1949	138	5146	5	19	7	47	254	2569	865	1049	362
1178	40.828499	111.679001	73	1419	177	4298	5	15	6	91	74	1731	1110	1228	64
731	40.809799	111.653999	86	1831	133	4303	5	16	8	527	769	1032	702	810	463
1295	40.827301	111.695	71	2745	175	8747	5	9	7	35	195	3502	2074	2736	205
865	40.814499	111.663002	123	2553	178	5777	5	26	10	408	232	1131	1857	1155	994
1277	40.820702	111.698997	76	3082	196	6880	7	20	7	341	937	1698	1099	1570	1235
1355	40.831699	111.698997	95	3626	184	8504	4	11	12	817	750	961	1854	1799	2323
850	40.804798	111.671997	77	2506	188	7681	7	8	5	0	51	3501	2358	1723	48
858	40.805302	111.671997	114	1284	162	3381	8	8	6	25	414	840	703	1284	115
1327	40.820999	111.706001	74	1791	145	7396	8	16	11	0	0	853	1347	3743	1453
1342	40.828602	111.699997	97	2743	177	7240	6	7	3	738	216	868	2191	2491	736
959	40.812901	111.674004	61	998	112	1944	8	27	10	262	128	434	433	336	351
1457	40.834499	111.721001	99	955	131	1933	5	12	6	109	213	404	660	513	34
1096	40.800301	111.699997	107	1126	158	2230	4	16	6	559	338	494	537	197	105
1251	40.839298	111.678001	44	2664	112	4742	1	16	6	38	95	1623	1403	1446	137
963	40.824299	111.663002	46	1171	127	3267	0	19	6	251	6	607	191	168	2044
796	40.8046	111.667	64	786	120	1899	2	13	8	48	50	935	385	469	12
1270	40.828098	111.691002	73	1553	145	4067	9	18	13	489	195	616	1088	857	822
1008	40.808601	111.681999	79	3718	227	13228	5	12	5	2690	2346	2857	2712	1607	1016
1268	40.810902	111.708	61	2513	147	6008	4	19	9	1806	15	472	585	2045	1085
880	40.820702	111.657997	70	2141	161	5915	0	45	1	189	319	2138	1940	791	538
996	40.808701	111.681	125	1313	137	4213	3	18	5	1306	1327	221	842	373	144
866	40.801601	111.676003	40	1614	141	4277	5	14	4	157	624	1551	1033	785	127
726	40.808498	111.654999	85	1902	119	3723	3	16	8	875	794	1090	177	183	604
973	40.815201	111.672997	50	1875	177	7992	3	23	10	0	28	4056	2283	1510	115
1491	40.835999	111.728996	42	1169	129	4233	4	11	5	1113	71	1279	805	944	21
1286	40.820999	111.699997	60	1100	155	3493	7	14	7	122	93	774	1005	821	678
1215	40.82	111.693001	39	910	98	1451	4	14	5	60	64	479	331	321	196
1009	40.814602	111.676003	51	826	99	1926	8	30	11	116	64	394	500	352	500
1383	40.833401	111.702003	45	1123	106	2179	2	19	10	589	307	376	417	445	45
1386	40.833199	111.703003	44	1891	104	5465	1	14	7	2522	1675	341	334	155	438
1218	40.8284	111.684998	52	301	71	697	4	11	8	27	30	213	193	161	73
1191	40.8288	111.681	35	637	110	1573	4	18	3	0	3	676	559	302	33
1080	40.816799	111.681	40	1782	120	3130	4	10	9	544	809	697	347	426	307
1208	40.812099	111.699997	42	549	105	1630	2	20	11	22	17	615	681	254	41
1061	40.823101	111.672997	19	497	90	1450	9	9	4	63	0	666	189	293	239
1052	40.821732	111.672981	27	541	106	1778	8	10	6	196	513	610	86	361	12
1284	40.812901	111.708	29	358	61	688	5	12	6	1	35	308	131	198	15
801	40.801899	111.669998	20	285	60	883	3	13	5	0	31	217	216	398	21
960	40.813	111.674004	11	82	31	185	8	29	10	9	20	77	20	29	30
746	40.809898	111.655899	24	332	41	595	9	29	11	0	0	132	223	234	6
933	40.820599	111.664001	8	453	95	1365	6	30	10	0	0	634	411	288	32
789	40.811699	111.658997	21	355	44	854	4	33	11	0	0	200	308	346	0
831	40.819569	111.655273	27	1007	80	2063	3	48	7	217	204	344	242	411	645
818	40.824799	111.649002	24	501	47	894	6	20	9	133	150	324	52	61	174
793	40.7994	111.671997	18	395	59	975	5	26	9	85	88	507	201	94	0
910	40.826302	111.655998	7	43	20	184	5	7	5	0	4	102	34	40	4
1211	40.829601	111.682999	17	252	66	780	5	13	3	5	0	228	374	165	8
990	40.802299	111.686996	17	248	57	567	6	17	9	90	138	117	65	97	60
720	40.7948	111.667	10	97	30	235	3	23	11	0	0	210	13	12	0
923	40.8064	111.677002	8	40	23	254	9	27	7	4	2	243	2	3	0
977	40.829399	111.658997	8	41	20	78	3	15	9	15	15	29	18	0	1
938	40.820702	111.664001	8	170	46	552	6	30	10	15	30	315	23	131	38
976	40.816399	111.671997	9	98	48	240	5	24	14	67	15	113	13	32	0
1376	40.823799	111.709999	6	62	38	183	5	24	8	1	2	94	42	44	0
1391	40.8251	111.711998	3	31	11	44	5	21	7	9	0	1	6	28	0
1393	40.825199	111.711998	1	2	2	4	3	19	6	1	3	0	0	0	0
