平均值	4.2322975604438255E-4	3.485877287300104E-4	4.2109744168523146E-4	5.767039291642782E-4	5.991271951685088E-4	5.015838317669336E-4	5.360000838205009E-4	5.286308158530396E-4	6.312325116360451E-4
SiteId	Latitude	Longitude	UserCount	MinuteCount	URICount	TotalCount	工作区	生活区	商业区	timeZone1	timeZone2	timeZone3	timeZone4	timeZone5	timeZone6
133	39.9077	111.679001	627	6477	437	30383	1	0	0	1896	2763	4755	6723	6397	7849
406	40.478573	111.779091	677	6046	467	25024	0	0	1	1250	1970	4808	5140	6510	5346
844	40.834411	111.641862	1045	5335	451	22938	1	4	3	1574	3125	5662	4870	6808	899
368	40.37685	111.820007	607	5547	447	21533	0	1	0	1531	1854	4753	4967	4747	3681
678	40.795601	111.656998	648	7719	488	40943	2	6	1	7120	6783	6858	7905	9074	3203
1296	40.8134	111.709	644	6939	478	31237	3	6	2	5841	5460	5180	6002	6300	2454
610	40.802299	111.632004	691	7350	466	34083	0	1	0	4947	5070	6893	5805	8886	2482
600	40.7995	111.632004	791	7203	505	34135	0	1	0	5865	4628	6973	6770	8074	1825
1129	40.796502	111.706427	1028	3069	338	8328	0	5	5	414	853	1875	1342	2225	1619
1007	40.841609	111.648819	978	5582	542	37486	1	1	1	977	1400	13286	6801	9899	5123
1350	40.8339	111.695999	586	6885	514	33085	3	1	5	7274	7416	3659	5155	6436	3145
376	40.380569	111.827858	480	6149	494	30717	0	1	3	1271	2264	4411	8201	5713	8857
683	40.798698	111.655998	546	6738	404	24661	1	6	4	3203	4571	5903	4354	5259	1371
1602	40.910702	111.710999	582	6842	490	39682	0	1	0	1936	4273	6685	7245	8838	10705
507	40.771271	111.595718	670	6520	424	29280	1	1	0	5403	2406	4015	3552	5335	8569
1360	40.824902	111.706001	533	6195	439	27135	0	2	1	6088	3440	4953	4184	6300	2170
729	40.783699	111.68	686	4604	373	13994	1	2	0	1266	1614	3113	2710	2966	2325
632	40.815754	111.624001	458	7207	540	38807	0	4	0	4614	6546	9915	6515	8654	2563
1371	40.866009	111.666977	749	4194	314	13201	1	2	1	2283	2435	1610	1408	2187	3278
830	40.795799	111.679001	454	6152	375	22544	1	6	7	3244	3187	5891	4576	3927	1719
1283	40.836887	111.683853	382	6044	394	22243	3	13	3	2997	2999	4461	4238	5662	1886
940	40.837898	111.647003	831	3342	407	17257	0	1	2	224	840	8272	2667	3535	1719
761	40.818699	111.649002	462	4771	385	21651	1	3	3	1094	1671	6355	5158	4904	2469
799	40.7938	111.678001	439	6264	408	24234	1	2	1	4725	3921	4922	3316	5251	2099
686	40.786701	111.668999	321	5843	370	20004	0	1	0	2684	2936	4188	4201	4507	1488
670	40.799599	111.651001	368	4778	294	14168	0	6	1	2335	1779	2779	3142	3295	838
1140	40.8148	111.689003	337	5042	392	22458	1	5	2	1685	2039	7181	4433	4488	2632
1250	40.846298	111.670998	554	4948	441	34445	0	4	2	0	4941	6727	9984	5753	7040
788	40.826709	111.643915	347	6412	381	27616	1	2	1	7240	5797	3692	4536	3794	2557
955	40.827728	111.658539	342	4818	333	15867	1	4	3	3210	3418	3306	2283	2893	757
855	40.835307	111.641695	366	4712	394	15806	1	8	4	1389	1880	4681	2921	3983	952
1673	40.896702	111.847	457	5468	480	38472	0	1	0	6878	4830	3246	6522	7243	9753
1421	40.833698	111.710999	243	6771	366	27333	1	0	2	5138	4234	4684	4429	5624	3224
1410	40.804798	111.737	228	7011	422	32240	0	1	0	4500	4844	3394	3748	5229	10525
1412	40.806198	111.736	303	5787	311	15866	1	1	0	2293	2539	2453	3409	2545	2627
593	40.8106	111.619003	309	4117	347	13273	1	4	1	1239	2646	2397	2401	3658	932
715	40.8241	111.637001	246	5238	326	15774	0	1	0	2699	2937	2000	2522	1844	3772
1228	40.854301	111.660004	171	4572	272	15575	0	2	0	753	413	3406	4950	4376	1677
377	40.3806	111.828003	275	3260	314	11545	0	1	2	314	629	1436	3414	1994	3758
1151	40.813099	111.692001	492	7038	545	41234	2	7	2	6889	6847	6416	9101	7292	4689
586	40.774799	111.652	245	3671	368	17062	1	0	0	1323	1270	3631	4007	3696	3135
1067	40.8046	111.692001	402	7094	476	45978	0	6	0	9636	8618	7264	9883	6401	4176
1324	40.837799	111.689003	217	3215	305	13156	1	4	6	1	4	4345	4304	4502	0
433	40.490101	111.788002	445	4864	379	22186	0	1	0	2005	1412	4212	4420	4283	5854
492	40.794701	111.555	378	2112	234	5787	0	1	0	223	674	1760	1763	1226	141
494	40.797001	111.555969	273	3521	277	11483	3	2	0	639	1099	3562	3137	2468	578
1054	40.853001	111.641998	230	5214	273	15198	1	0	0	1816	2446	2441	2615	2450	3430
1257	40.812698	111.705002	277	6738	372	41138	1	6	2	9933	7403	6851	7724	5944	3283
1292	40.860439	111.661453	233	6077	331	18855	1	0	0	1895	2108	3288	2963	3676	4925
1674	40.897701	111.846001	310	6008	373	35662	0	1	0	3499	4822	1704	7090	9188	9359
587	40.774899	111.652	249	3238	283	10670	1	0	0	836	766	3506	2620	2124	818
1138	40.8167	111.686996	163	3906	315	14875	3	4	2	1177	1133	4333	2924	3072	2236
623	40.760601	111.677002	233	6592	467	44664	0	1	0	5352	5283	4797	9159	7134	12939
1681	40.9044	111.841003	313	7080	371	28229	0	0	1	4715	5709	4358	4399	4964	4084
1547	40.838699	111.745003	318	1865	224	5060	3	3	1	279	503	1279	1551	1146	302
762	40.818802	111.649002	226	3429	247	11638	1	3	3	1434	721	3624	2238	1861	1760
714	40.816101	111.644997	217	3726	316	12820	0	9	4	701	133	3149	3655	3724	1458
1541	40.825718	111.756454	113	4769	313	15332	2	0	0	641	733	3269	3763	4644	2282
981	40.838501	111.650002	291	5274	375	31773	1	0	2	3840	2313	2898	5911	6797	10014
692	40.807598	111.649002	177	2939	231	8859	0	2	0	1143	14	1761	2234	1927	1780
1675	40.897301	111.847	236	4785	349	24534	0	1	0	3010	4420	1233	4865	5358	5648
1153	40.800201	111.705002	136	5977	318	25752	2	2	1	2884	2706	6450	5001	6875	1836
666	40.802799	111.646004	226	2032	158	3687	1	8	2	642	501	702	692	1026	124
1509	40.836601	111.732002	173	1889	221	7065	2	8	3	30	152	3000	2152	1700	31
1678	40.903099	111.842003	232	5644	409	33043	0	0	1	4137	3393	6316	5801	6017	7379
1209	40.8083	111.704002	199	3141	233	9046	2	6	3	1855	931	2119	1373	1963	805
1411	40.806099	111.736	192	1571	200	4104	1	1	0	893	837	740	288	704	642
1271	40.8451	111.674004	215	7173	440	45115	0	1	0	4880	3580	8094	10409	5930	12222
995	40.838699	111.651001	271	4489	357	25493	2	1	2	1744	2203	2560	4831	4012	10143
1118	40.851299	111.651001	211	2491	204	5239	0	4	1	379	554	1315	830	1127	1034
648	40.790699	111.653	172	1531	166	3832	3	1	0	198	7	972	986	1351	318
1314	40.847301	111.678001	217	3491	319	17856	1	4	3	2999	1505	2685	3359	2169	5139
655	40.812199	111.633003	126	4613	306	15983	1	13	5	2565	3195	1138	1910	1813	5362
991	40.838299	111.651001	211	5398	333	30010	1	0	1	2260	3114	3521	6355	4716	10044
622	40.760101	111.677002	156	6771	328	31997	0	1	0	4541	3120	2451	7046	5379	9460
1527	40.822899	111.751999	149	1698	176	4242	0	1	0	170	204	1181	1217	947	523
1409	40.817699	111.723999	160	2440	190	5702	1	5	5	79	319	1115	1734	1573	882
1468	40.868698	111.689003	175	2788	354	25060	1	0	0	0	1554	12674	2069	4928	3835
1683	40.9035	111.842003	212	6798	415	41249	0	0	1	5315	6421	4271	7632	5831	11779
1261	40.854401	111.664001	201	556	158	2173	0	3	0	372	326	753	722	0	0
1679	40.8983	111.847	223	3825	245	14084	0	1	0	568	1376	535	2822	3945	4838
1070	40.800999	111.695999	201	1195	160	2427	0	1	1	116	264	528	810	556	153
972	40.8391	111.649002	266	1395	177	4319	1	1	3	8	176	1295	1434	1263	143
1256	40.812599	111.705002	182	3549	294	14841	1	6	2	2436	1867	1511	4896	2681	1450
1037	40.8022	111.691002	129	3596	259	12908	0	3	2	4141	1705	1089	2854	1545	1574
1240	40.8027	111.713997	124	4008	222	9337	1	1	2	1685	1855	2345	1946	1191	315
1321	40.8283	111.697998	154	3771	241	9901	3	7	4	1646	1448	1808	1430	1543	2026
1427	40.824001	111.722	76	1507	154	3500	2	6	2	16	122	1100	1180	901	181
646	40.7985	111.644997	121	2576	225	7755	1	2	6	564	344	2507	2311	1774	255
1308	40.856098	111.667999	61	3541	226	16568	0	3	2	2585	1443	3336	2615	2168	4421
1467	40.8606	111.696999	63	2082	206	7224	1	0	0	182	249	2288	1979	1777	749
616	40.7598	111.676003	145	5075	284	27039	0	1	0	1725	1906	4321	5840	3758	9489
1498	40.810699	111.754997	83	2259	176	4001	0	1	0	1188	799	277	289	580	868
832	40.8069	111.667999	113	2044	146	4026	1	4	0	287	467	1538	845	866	23
1535	40.837399	111.739998	77	1490	137	3129	1	1	2	64	120	1529	568	794	54
1015	40.7869	111.704002	86	2851	191	7972	2	3	1	499	354	1794	1853	1819	1653
1005	40.789299	111.700996	84	2086	189	8084	0	0	4	13	236	3636	1995	1846	358
695	40.807598	111.650002	97	2879	192	8183	0	7	1	1603	312	807	1437	2103	1921
607	40.804901	111.628998	119	940	128	2401	1	1	0	340	274	673	420	536	158
1534	40.839001	111.737999	106	720	140	2129	1	0	1	97	651	215	591	466	109
1497	40.838741	111.726936	80	1369	134	2782	0	1	2	245	497	302	1063	474	201
1448	40.820202	111.733002	102	1382	143	3304	1	2	3	255	228	606	583	1146	486
1544	40.84	111.742996	50	919	157	2411	1	3	1	47	120	1255	690	285	14
1238	40.8414	111.675003	61	4119	220	12237	1	9	6	2208	856	2271	1828	1698	3376
643	40.775799	111.666	67	2873	161	6358	0	1	1	839	476	868	849	1166	2160
986	40.839001	111.650002	126	4807	306	21554	1	0	1	2040	1532	3015	4094	3332	7541
1233	40.856701	111.658997	79	782	136	2135	1	0	0	0	25	1054	659	255	142
1529	40.824947	111.750877	69	3906	184	11280	0	1	0	518	832	3990	2855	2117	968
1532	40.840401	111.736	91	870	127	1798	1	2	2	472	409	372	225	211	109
928	40.790199	111.694	70	2288	195	7892	1	9	4	1	118	3214	2916	1620	23
1454	40.82457	111.730064	49	1393	171	2812	0	2	1	145	128	724	929	702	184
1030	40.789902	111.702003	74	1570	154	4782	0	0	4	231	385	1260	632	647	1627
1361	40.848	111.682999	125	2963	298	11723	0	1	0	0	2275	2072	2736	1971	2669
1507	40.815201	111.752998	48	1845	178	5164	1	0	0	236	193	1444	1340	1071	880
854	40.778	111.698997	58	1181	127	2294	1	0	0	193	246	1079	331	232	213
1347	40.8619	111.667	88	1602	108	2696	0	1	1	360	437	746	282	518	353
1229	40.802601	111.711998	68	914	131	3245	1	3	5	248	1024	705	533	640	95
491	40.794601	111.555	96	1162	127	2667	0	1	0	0	20	1146	908	584	9
1443	40.816509	111.734344	71	594	124	1733	0	3	0	45	284	190	357	402	455
864	40.780499	111.696999	50	2601	112	4964	0	2	0	581	643	926	1183	888	743
704	40.8228	111.636002	43	2647	137	4132	1	1	0	395	399	944	843	926	625
375	40.380299	111.825996	48	1976	137	4624	1	4	2	615	275	695	1147	839	1053
1160	40.813499	111.692001	135	1449	179	3476	2	9	4	295	340	469	702	825	845
1058	40.8536	111.641998	62	915	134	5307	1	0	0	234	2153	384	822	404	1310
918	40.823002	111.660004	23	523	100	1337	1	7	1	24	13	691	319	244	46
1364	40.844101	111.686996	56	4344	239	15557	3	3	5	1304	1860	927	3078	4020	4368
860	40.781399	111.695999	59	1642	126	4890	0	2	0	407	353	2023	1015	830	262
1187	40.853901	111.654999	48	632	137	1528	0	4	2	8	36	532	346	470	136
1174	40.803902	111.703003	31	506	99	1132	0	1	1	66	92	216	202	490	66
1108	40.8503	111.651001	79	811	151	3147	2	3	1	269	75	1371	745	414	273
1363	40.857651	111.673401	36	1603	137	4079	0	1	0	800	482	306	844	367	1280
957	40.7836	111.703003	41	1791	133	3678	0	2	0	330	713	347	807	867	614
920	40.7542	111.728996	41	2033	97	3030	1	0	0	420	458	536	309	472	835
941	40.77	111.714996	31	687	114	1663	1	0	0	93	0	767	442	341	20
1253	40.857399	111.660004	55	1032	86	1771	1	0	0	210	37	353	366	433	372
1335	40.816502	111.710999	61	588	128	1417	1	3	3	113	136	200	524	331	113
630	40.775299	111.664001	38	249	44	542	0	0	1	26	140	78	22	137	139
615	40.759899	111.675003	90	257	98	1906	0	1	0	0	0	0	0	282	1624
1499	40.815701	111.75	19	282	46	592	2	0	0	11	9	124	129	245	74
654	40.790699	111.653999	36	944	75	4843	3	2	0	2175	1576	354	416	253	69
1548	40.838799	111.745003	44	589	61	1081	3	3	1	8	64	476	173	334	26
906	40.782501	111.699448	25	1573	89	3592	0	2	0	260	521	909	640	780	482
1474	40.807899	111.752998	28	333	34	756	0	1	0	77	110	240	111	161	57
845	40.8354	111.640999	45	853	113	2266	1	6	3	0	17	905	770	574	0
1185	40.807701	111.700996	54	1000	125	2513	0	7	2	66	251	854	717	519	106
1511	40.837101	111.732002	43	1267	75	1869	2	6	3	161	167	447	502	275	317
1200	40.797901	111.712997	20	353	68	955	0	5	0	0	1	387	413	154	0
843	40.779892	111.696327	38	1959	147	7140	0	1	0	2291	175	372	1656	336	2310
1092	40.832901	111.667	30	1163	82	1909	1	7	5	244	366	399	284	554	62
1135	40.796299	111.707001	28	3176	110	14039	0	5	5	4913	4109	1516	538	1358	1605
1370	40.85873	111.673943	27	434	79	1426	0	1	0	120	94	164	67	449	532
104	40.200901	111.347	32	537	78	1532	0	1	0	2	18	513	190	562	247
1075	40.773201	111.723999	24	537	70	1180	0	1	0	101	4	507	310	205	53
1231	40.833099	111.681999	23	1027	64	2648	3	6	3	0	0	752	1007	889	0
1165	40.775101	111.731003	37	1121	82	2595	1	0	0	558	269	309	280	345	834
951	40.7826	111.703003	32	1841	102	4246	0	2	0	0	0	811	846	1360	1229
1179	40.802502	111.705002	24	533	48	795	0	1	2	61	36	443	99	151	5
608	40.807201	111.626999	25	345	63	1311	1	1	0	682	108	174	152	171	24
1161	40.775318	111.73037	31	572	89	1691	1	0	0	7	51	958	357	135	183
1142	40.775002	111.728996	24	1242	90	3013	1	0	0	21	71	1486	789	549	97
1046	40.802299	111.692001	23	408	62	1072	0	3	2	18	0	202	312	436	104
1199	40.8078	111.703003	35	327	50	598	2	7	3	222	55	21	232	67	1
703	40.810699	111.648003	19	1417	41	2802	1	10	2	425	256	518	528	421	654
1552	40.835499	111.75	7	650	71	1228	1	1	0	0	0	718	320	190	0
1306	40.8386	111.684998	13	2801	56	5852	2	10	1	1538	877	1291	989	802	355
945	40.778099	111.707001	12	143	31	417	1	0	0	0	30	55	13	126	193
1114	40.8508	111.651001	15	73	19	155	2	3	1	13	1	4	45	42	50
1126	40.851799	111.651001	14	149	31	288	0	2	1	0	0	35	53	137	63
900	40.783199	111.697998	8	243	31	384	0	1	0	0	73	99	25	152	35
1549	40.838902	111.745003	6	18	13	41	3	3	1	0	1	1	12	27	0
1374	40.8573	111.676003	4	13	6	32	0	1	0	0	0	11	20	0	1
498	40.799	111.558998	2	15	9	24	1	0	1	0	0	11	13	0	0
673	40.807201	111.643997	8	104	10	114	0	0	1	20	6	0	82	6	0
1117	40.8521	111.650002	5	13	15	35	2	2	1	2	0	9	24	0	0
1479	40.816799	111.745003	4	25	10	47	0	0	1	0	6	24	10	3	4
968	40.779999	111.708	5	19	4	22	1	7	0	0	0	11	5	3	3
493	40.800301	111.552002	2	2	3	3	3	0	1	0	0	2	1	0	0
1214	40.797798	111.714996	2	3	2	6	0	4	0	0	0	6	0	0	0
99	40.200802	111.344002	2	877	25	1771	0	1	0	231	117	164	669	181	409
