平均值	113.66019570707071	18.8621632996633	26.195286195286197	5.805239898989899	30.605534511784512	3.694760101010101	7.210700757575757	5.3455913299663305	18.67098063973064	10.583228114478116	3.404356060606061	2.0824389730639727	0.9003051346801346	10.44660143097643	13.581597222222223	1.0352483164983164	3.5899621212121207
SiteId	Latitude	Longitude	UserCount	MinuteCount	URICount	TotalCount	美食	休闲娱乐	购物	结婚	宾馆酒店	旅游景点	教育培育	生活服务	医疗服务	丽人	汽车服务	运动健身	商务服务	机构	金融银行	楼宇小区	交通出行	工作区	生活区	商业区
889	40.816101	111.664001	18171	8290	3612	229142	139	30	41	7	32	5	6	6	25	12	6	4	1	12	17	2	2	45	192	110
775	40.8106	111.658997	14552	8244	3247	219388	117	18	28	5	25	5	5	7	24	7	4	1	0	8	6	1	1	25	161	76
1180	40.824699	111.682999	11648	8782	3166	196091	124	25	19	10	37	4	12	2	12	16	1	2	1	17	14	0	8	45	168	91
926	40.8181	111.666	11392	8797	3518	236443	166	29	34	4	44	6	5	4	11	13	3	2	2	12	19	1	3	46	201	111
1147	40.820702	111.683998	9177	8662	2925	198792	102	19	9	8	34	2	8	2	5	9	1	1	1	10	7	1	10	32	127	70
1011	40.822899	111.667999	8944	8567	2908	164658	96	25	13	0	39	6	3	3	3	5	5	1	1	5	14	0	4	35	111	77
1220	40.8265	111.686996	8028	8375	2780	144142	111	23	17	9	39	5	12	7	13	8	1	4	1	12	24	3	5	51	155	88
772	40.811501	111.657997	7884	8302	2468	123730	110	16	23	2	23	4	5	9	23	7	4	1	0	5	4	0	1	18	155	64
978	40.8134	111.675003	7452	8161	2514	98882	96	11	20	3	12	4	5	4	22	13	2	1	1	7	17	0	3	34	141	46
1136	40.824402	111.679001	7258	8465	2579	119564	96	19	21	6	32	4	9	6	10	14	4	2	1	15	14	1	7	46	137	78
764	40.810902	111.656998	7226	8801	3092	234681	104	13	20	1	23	4	5	7	20	5	4	1	0	5	4	0	0	17	142	57
969	40.816101	111.671997	5986	8392	2275	103072	123	18	47	5	24	3	3	6	14	14	3	2	2	10	17	1	4	40	162	94
902	40.819599	111.662003	5379	7409	1815	54054	96	16	9	1	22	3	4	3	50	7	3	2	0	6	6	0	1	19	162	48
953	40.817799	111.667999	5373	8741	2576	156610	151	23	36	6	44	8	5	4	9	14	3	1	2	11	25	1	4	54	184	109
1157	40.822399	111.682999	5198	8520	2210	96254	111	20	14	10	36	2	8	3	10	11	2	1	1	12	11	0	10	38	144	80
853	40.814899	111.662003	5164	5160	1995	120665	103	21	31	8	35	2	8	6	24	11	5	3	1	11	15	1	3	38	155	95
859	40.814301	111.663002	4230	7172	2341	140545	113	21	34	9	34	2	7	6	24	11	5	1	1	12	15	1	3	39	162	98
1384	40.826099	111.709999	4214	8549	2684	166190	100	15	9	3	24	1	7	5	6	8	1	1	0	9	4	2	1	18	127	51
908	40.812	111.669998	3792	8425	2274	106289	86	18	44	12	16	2	5	2	36	11	4	4	1	10	9	2	4	32	144	90
913	40.813599	111.668999	3773	8655	2216	128768	112	21	51	9	23	2	4	5	33	13	3	5	1	12	17	2	3	40	172	104
834	40.813999	111.661003	3656	3876	1704	86868	147	21	33	6	38	4	8	9	26	11	5	2	0	12	13	1	3	38	203	98
1223	40.821899	111.692001	3634	8732	2343	149034	96	12	13	4	42	2	10	5	19	10	1	2	2	11	8	2	1	27	142	71
