SiteId	Latitude	Longitude	UserCount	MinuteCount	URICount	TotalCount	美食	休闲娱乐	购物	结婚	宾馆酒店	旅游景点	教育培育	生活服务	医疗服务	丽人	汽车服务	运动健身	商务服务	机构	金融银行	楼宇小区	交通出行	timeZone1	timeZone2	timeZone3	timeZone4	timeZone5	timeZone6
1144	40.801102	111.703003	2814	7699	719	89019	4	0	4	0	1	0	0	0	0	1	0	1	0	0	3	0	0	7728	8569	26963	17393	23405	4961
1401	41.091301	111.447998	1259	8126	725	91539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7361	13637	24510	18394	22489	5148
1121	40.8134	111.689003	2574	8557	758	140293	2	1	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	19303	12601	27410	21845	26499	32635
947	40.784199	111.700996	1938	8710	743	131542	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11066	14150	29291	29220	28336	19479
751	40.790298	111.676003	1870	8416	671	99167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18529	19820	19250	17636	17557	6375
634	40.783669	111.656609	2406	8149	767	94029	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9218	13147	26040	18815	22635	4174
1196	40.849602	111.661003	2438	8269	664	72379	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7077	9469	12136	12320	13776	17601
1432	40.8377	111.709	2131	8154	667	61706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7897	11361	11650	11358	14421	5019
1431	40.820305	111.726362	2022	8454	620	75343	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6930	7064	14795	13470	17512	15572
903	40.778702	111.703003	2349	7842	616	69020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5822	5957	14720	13806	15780	12935
1440	40.825901	111.723999	2188	8255	690	77943	4	0	1	0	3	0	3	0	1	1	0	0	0	1	0	0	0	11554	12518	17039	14237	16790	5805
992	40.829498	111.660004	2180	5217	593	45035	9	1	4	0	5	0	1	0	2	0	1	0	1	1	2	0	0	389	1923	13824	12751	14471	1677
1438	40.827801	111.720001	1737	8517	752	144200	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	25598	22663	32742	25326	29396	8475
221	40.718601	111.114998	1848	8101	798	132852	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3987	11328	28004	28201	31363	29969
1029	40.813801	111.678001	2707	8172	746	107908	14	3	1	0	1	0	0	1	4	3	0	0	0	2	7	0	0	5589	5622	22460	20217	30725	23295
1197	40.819698	111.691002	2604	7903	706	86132	15	0	1	0	6	0	2	1	0	1	1	1	1	0	1	0	0	4938	7458	19744	15020	22114	16858
931	40.827019	111.657437	1791	7637	627	50080	2	0	1	0	4	0	0	2	1	0	0	0	0	1	5	1	0	6956	6712	12043	10133	11478	2758
779	40.832802	111.637001	2103	8222	678	87360	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13599	13777	16567	16456	21669	5292
1207	40.837799	111.674004	2411	7525	740	125538	16	0	7	0	1	0	0	0	0	0	1	0	0	1	2	0	0	5521	10805	38719	25572	40700	4221
574	40.769001	111.652	1832	8629	817	120902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8695	12582	22642	19649	23112	34222
639	40.791199	111.650002	1919	8035	646	72676	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7552	9827	19427	16033	16690	3147
685	40.819599	111.636002	1924	8772	800	193968	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	12476	17186	47713	38610	41083	36900
661	40.7892	111.658997	1776	8450	742	115500	1	1	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	11900	18073	28304	23401	26910	6912
514	40.7714	111.605003	1825	8488	686	109215	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8315	14699	17921	16846	19740	31694
969	40.816101	111.671997	2603	7938	605	61254	21	2	6	2	4	0	1	2	2	3	0	0	0	3	1	0	0	3950	4644	16339	12077	15665	8579
687	40.795799	111.660004	2218	8096	649	68169	4	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	8144	9295	16234	13026	17759	3711
1212	40.834702	111.678001	2499	7932	676	68962	14	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	5700	8959	16515	15501	19086	3201
1137	40.841499	111.662003	1804	8764	777	139625	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15925	18732	20608	23227	26205	34928
1366	40.869461	111.66223	1619	8731	779	130566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15649	21751	22474	20454	21641	28597
1434	40.832001	111.714996	2902	6007	549	35870	1	2	2	0	4	0	1	3	0	0	2	0	0	0	0	1	0	1237	3730	9858	8556	11174	1315
640	40.824211	111.617012	2115	7849	613	59223	8	0	7	0	0	0	0	1	1	0	8	0	0	0	0	0	0	7005	9536	13549	11202	14194	3737
1461	40.851002	111.706001	1759	8644	742	115960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9527	15724	19494	18621	22865	29729
1346	40.8438	111.684998	2674	7629	697	85126	1	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	4275	5413	25623	15155	19443	15217
1416	40.805012	111.737558	1898	8662	763	107522	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10925	13366	17848	18438	21322	25623
657	40.819	111.626999	1891	8372	764	84001	5	1	21	0	3	0	0	9	1	1	2	0	0	1	0	0	0	10821	14873	15939	15076	19632	7660
1176	40.839199	111.667999	1893	8280	705	93900	4	2	7	1	1	0	1	1	2	1	0	1	0	1	0	0	0	15813	13784	23030	17863	18492	4918
225	40.721901	111.115997	1696	8070	694	76795	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4392	7526	10466	16314	15355	22742
1365	40.847599	111.683998	2294	8324	758	98982	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10092	8705	16838	19562	19344	24441
563	40.791401	111.625999	1477	8473	767	99754	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15066	17545	20189	16935	21054	8965
650	40.828426	111.615776	1681	8079	672	66297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8555	9812	15551	12354	16591	3434
238	40.713799	111.138	1460	8004	738	80053	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4313	7534	10048	18485	15438	24235
571	40.785198	111.635002	1669	8421	705	98765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13370	21552	17559	19024	21438	5822
565	40.759602	111.658997	2341	7485	792	116118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12844	16767	36824	14218	16740	18725
1445	40.834783	111.717001	1678	8559	767	143000	1	1	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	19323	22133	35788	27048	28878	9830
60	40.281189	111.195053	1108	8624	683	93651	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6128	9351	13857	22111	19004	23200
988	40.795101	111.694	2098	8495	665	81768	5	0	0	0	0	0	0	1	2	1	2	0	0	1	2	0	0	9007	9851	15059	14475	15433	17943
734	40.820099	111.643997	1902	8715	698	113824	2	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	11475	12961	18235	19144	24153	27856
1116	40.8731	111.628998	2244	8626	846	211570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9110	17600	57351	39954	45487	42068
713	40.798801	111.662003	1881	8179	704	73887	12	4	7	0	1	0	1	2	2	1	1	0	0	0	0	1	0	7751	11138	16511	16015	17703	4769
705	40.830959	111.628014	1902	8055	643	67800	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	8347	10770	16897	11655	14909	5222
1530	40.838001	111.737999	2481	7075	553	43746	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3229	5226	13212	8920	11999	1160
1429	40.875599	111.670644	1383	7940	760	111402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10619	13077	15713	14972	20541	36480
647	40.802502	111.640999	2274	7127	692	72313	3	1	2	0	1	0	1	2	3	0	1	0	0	0	3	0	0	4751	8265	24428	13608	18508	2753
907	40.780312	111.70166	2241	7932	655	64144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4212	6187	16096	12222	15338	10089
58	40.2761	111.198997	1338	8509	775	104254	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6354	9427	17718	22187	21961	26607
679	40.8097	111.642998	2073	8222	770	139752	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	13173	13534	28280	25502	28075	31188
1372	40.858002	111.675003	1878	8428	640	73621	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6221	7021	13888	14071	18804	13616
437	40.490673	111.791997	2287	8487	776	133609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10992	10238	36219	33328	27281	15551
874	40.806198	111.671997	2650	7043	665	78589	5	3	0	5	0	1	2	1	1	0	3	0	1	2	2	1	1	5624	6000	24172	18183	21920	2690
1525	40.8755	111.697998	1508	8436	722	83428	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8653	9230	14173	12704	15983	22685
1588	40.83665	111.769185	1739	8382	707	109063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12515	17513	29176	22673	21638	5548
49	40.275398	111.184998	1141	8168	693	63568	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3535	5939	11433	13845	13930	14886
621	40.813099	111.624001	2049	8186	687	66249	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9267	10842	14978	13213	13259	4690
1051	40.818699	111.676003	1380	8765	718	133124	10	1	5	0	3	1	1	2	0	1	1	0	1	1	3	0	0	18610	13037	18768	26257	26036	30416
672	40.78157	111.669434	2163	8075	700	64158	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4662	8222	14288	11107	13907	11972
371	40.380699	111.817001	1083	7919	703	68392	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2781	6176	11875	16903	14008	16649
590	40.786598	111.641998	1254	8439	714	94910	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	15812	19121	18592	12128	20599	8658
942	40.798	111.686996	1780	8304	735	109233	12	1	1	0	1	0	0	0	1	0	3	0	0	0	2	0	0	13481	12805	31216	22586	23526	5619
902	40.819599	111.662003	2674	6474	519	31231	21	3	4	0	3	1	2	1	3	1	1	2	0	1	1	0	0	1901	1996	6781	7508	8134	4911
953	40.817799	111.667999	1902	8534	639	85189	14	4	11	0	2	1	0	3	0	1	0	1	0	1	3	1	0	7181	8307	16483	19166	17033	17019
665	40.803459	111.645172	2003	7738	721	95822	7	2	5	0	2	0	0	0	3	0	1	0	0	0	0	1	0	6152	8826	30479	20155	26458	3752
1141	40.813801	111.690002	2101	8633	734	110583	3	1	0	0	1	0	2	0	0	1	0	1	0	1	1	0	0	12220	9455	22470	24004	21255	21179
1217	40.854571	111.658693	2131	7754	606	45931	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3815	3753	8952	9494	10558	9359
749	40.803001	111.663002	1872	7878	586	52788	11	3	3	1	2	1	0	1	2	0	1	0	0	0	2	0	0	6881	6780	10577	11940	12909	3701
1091	40.790798	111.709	1631	8622	717	99297	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	12218	15248	16076	15473	17876	22406
1102	40.824699	111.676003	1491	8548	629	86262	13	7	4	1	8	3	2	1	1	3	1	1	0	5	3	0	1	8395	9761	15729	14500	18402	19475
797	40.809601	111.662003	1849	7727	673	76844	25	2	12	2	12	1	0	0	1	5	1	0	0	4	0	0	1	9008	5911	19537	14536	15892	11960
1101	40.827702	111.672997	1209	8364	691	91058	10	3	2	0	7	2	3	4	3	3	1	1	0	3	4	1	1	12040	14666	20005	18756	19564	6027
1353	40.8274	111.703003	1737	8631	691	92709	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8882	10179	16497	18083	21709	17359
556	40.803101	111.609001	1614	8347	720	84856	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10252	14427	18144	16913	19371	5749
1157	40.822399	111.682999	2032	8132	567	56853	35	3	1	1	7	2	3	1	4	5	0	1	0	3	2	1	2	4063	4524	10368	10829	16278	10791
611	40.814259	111.620171	2048	7791	655	50537	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6468	7954	11161	10212	11723	3019
649	40.813801	111.629997	1674	8508	784	177413	1	0	5	0	0	0	0	1	2	0	3	0	0	0	0	0	0	18013	28391	48065	37565	37372	8007
1451	40.846085	111.707718	1434	8715	714	105380	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	13378	12861	13873	16583	22744	25941
1122	40.800855	111.701638	2255	7562	684	86944	8	0	4	0	3	0	0	1	1	1	0	1	0	0	4	0	0	4713	7143	29156	18486	24366	3080
1522	40.875462	111.697899	1422	8664	728	98963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8916	12594	19425	18151	18472	21405
853	40.814899	111.662003	1804	4924	541	68910	15	3	2	0	8	0	2	4	5	2	0	1	0	1	2	0	0	50	109	11952	24072	28004	4723
521	40.795555	111.586029	1887	7664	620	53169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6382	8327	12130	10360	12927	3043
870	40.821594	111.656372	1705	8670	736	125618	3	1	1	0	6	0	1	3	46	1	0	0	0	0	3	0	0	11681	12098	17038	25624	26180	32997
1087	40.844299	111.654999	1824	8757	774	162761	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21854	24466	22835	30482	27548	35576
820	40.797901	111.676003	1883	7554	596	51738	7	1	2	0	5	0	1	1	1	0	0	0	1	1	0	1	0	6786	6201	12115	10034	13886	2716
1551	40.834641	111.75051	1297	8365	680	82746	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11834	13532	19459	14338	17940	5643
736	40.812199	111.652	1648	8388	650	77098	11	2	7	0	0	0	2	4	0	1	1	1	0	2	0	0	0	7379	6791	12824	12994	14244	22866
1097	40.838299	111.662003	1813	8007	716	69643	6	1	3	1	5	1	0	5	0	1	1	0	0	0	2	0	0	6474	7237	16625	15800	19577	3930
496	40.793201	111.564003	1765	7125	664	55937	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4853	6808	17834	12500	12186	1756
1436	41.094501	111.453003	1142	6918	647	57571	0	0	0	0	1	0	0	0	1	1	0	0	0	1	3	1	0	5271	8153	11687	12513	16043	3904
833	40.792	111.682999	1549	8312	657	80811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13167	12439	19230	14366	15578	6031
579	40.788101	111.635002	1628	8111	638	59255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060	9188	13741	12229	13159	3878
602	40.808601	111.623001	1953	7675	572	44576	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5388	7227	10194	8413	10296	3058
717	40.823498	111.637711	1786	7975	598	53074	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4952	5846	7625	10750	13000	10901
1079	40.8167	111.681	2258	5966	590	31095	9	3	1	0	5	1	0	1	0	0	0	0	0	0	2	0	1	2229	3530	6034	6729	8105	4468
1310	40.871399	111.653	1146	8146	698	84277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6340	9357	10615	11019	15742	31204
929	40.761379	111.722862	1433	8592	756	96727	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8455	10795	17884	17062	17581	24950
989	40.791199	111.697998	1992	7975	556	49762	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5891	6037	8260	7173	10290	12111
1048	40.75439	111.740283	1343	8748	764	143294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14513	15384	23356	24194	28877	36970
1422	40.868999	111.676003	1242	8587	697	95135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7851	11584	15137	16285	19287	24991
241	40.7234	111.138	1324	8483	687	83072	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6421	8657	13696	16728	16223	21347
532	40.784801	111.608002	1201	8738	764	122779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12604	18254	19512	18756	23466	30187
1453	40.81313	111.74122	1678	8462	672	68019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7837	10698	13533	13140	12457	10354
798	40.775799	111.695999	1539	8672	684	97857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11305	12708	15071	17017	18788	22968
1592	40.834225	111.77617	1385	7926	662	55792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7029	8267	13494	10610	12338	4054
1073	40.813202	111.683998	2016	7357	777	180452	9	0	5	0	3	0	1	1	1	2	1	0	0	2	1	1	0	2047	7994	72357	30546	47922	19586
53	40.272099	111.191002	1362	7279	643	51095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2747	3906	8645	12863	10902	12032
1016	40.766472	111.724609	1397	8530	688	82711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8999	10893	14535	14501	14758	19025
1537	40.881901	111.697998	1298	8148	685	68659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5786	9683	10231	9825	12491	20643
1139	40.797798	111.706001	1578	8497	609	82463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13761	8782	10401	11168	13610	24741
681	40.838299	111.615997	1631	8462	703	77171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9406	11789	10540	9738	12291	23407
668	40.819099	111.630997	1462	8584	731	103677	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	11299	10980	10912	18488	19183	32815
1186	40.811901	111.696999	2025	7216	561	47895	17	6	7	0	2	0	4	1	1	2	0	0	0	2	1	0	0	5423	5642	10668	9228	14096	2838
224	40.72187	111.115837	1338	7785	650	57123	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3423	4727	8786	11911	12954	15322
1213	40.860843	111.651908	1538	8326	674	62232	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	6551	8180	9156	10446	12268	15631
1373	40.844101	111.689003	1114	8690	728	114585	5	0	4	0	0	0	0	0	1	0	2	0	0	1	1	0	0	8908	14617	17353	21413	20307	31987
732	40.7938	111.669998	1672	8168	600	80140	14	0	5	0	9	0	1	0	2	0	1	0	0	0	0	1	0	12478	14020	22209	10999	15394	5040
760	40.823673	111.643997	1651	8342	614	62104	7	1	2	0	7	1	1	1	1	0	0	0	0	0	1	0	1	7089	7844	8998	11361	12456	14356
1356	40.8517	111.679001	1590	8659	656	86903	6	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	8336	10292	15066	16092	17506	19611
1225	40.832001	111.681999	1575	7403	553	40026	2	0	2	0	3	0	0	2	2	0	3	0	0	1	0	1	0	5360	5327	9105	8588	9367	2279
1272	40.8232	111.695999	1837	8122	584	57303	7	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	6011	6523	9116	10616	12008	13029
682	40.791401	111.663002	1678	8189	616	66183	4	2	2	0	6	0	2	0	3	1	1	0	0	1	0	0	1	10279	10823	14314	12885	14329	3553
624	40.7607	111.677002	1724	7714	721	133650	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4367	9016	37931	24497	36643	21196
637	40.783699	111.656998	1624	7714	717	70422	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5387	12044	18932	12664	17084	4311
589	40.813015	111.615349	1571	7981	643	61995	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9768	11416	12435	10214	13994	4168
730	40.814701	111.649002	2198	7158	554	36702	17	13	3	0	0	1	0	1	0	1	0	0	0	1	0	0	0	2498	3490	6794	7812	9106	7002
1483	40.8344	111.727997	1616	5788	526	60311	11	1	5	1	1	1	2	0	1	3	1	0	0	0	1	2	0	2749	703	12366	21655	20236	2602
744	40.813599	111.652	1383	8488	680	83803	16	7	3	0	0	1	0	3	0	1	1	0	0	2	0	0	0	7937	8967	12943	17530	15040	21386
944	40.809738	111.675293	2012	7953	577	57085	15	2	0	1	3	3	1	2	3	4	4	0	2	2	2	1	2	6895	4896	13176	12522	11521	8075
694	40.801102	111.655998	1673	7873	594	59817	3	1	1	1	2	0	1	3	0	0	0	0	0	1	0	0	0	5707	9552	13164	12172	14670	4552
1510	40.8416	111.727217	1427	7787	614	50424	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6264	7856	12697	8682	11224	3701
1553	40.830452	111.755119	1314	7739	614	56961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6092	7859	14486	12647	13267	2610
219	40.718552	111.114639	1331	8102	699	81777	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4796	9234	16568	15730	19185	16264
635	40.761398	111.679001	1662	7870	726	123113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3324	7244	47982	22087	28775	13701
1168	40.8125	111.694	1820	8210	625	87615	11	4	4	0	3	1	2	2	3	1	0	0	0	1	1	0	0	16126	11742	15946	17195	19235	7371
124	39.904598	111.675003	1156	7397	586	45985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	5155	7241	8406	9006	10946
625	40.780102	111.657997	1885	7806	638	53512	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5899	5214	7856	7122	12214	15207
803	40.837101	111.635002	1452	8520	681	90169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9891	12919	14632	12756	16430	23541
806	40.825401	111.647003	1720	8016	701	90713	14	0	4	0	3	1	1	3	2	1	1	0	0	1	0	2	1	4190	7708	27452	19465	20848	11050
636	40.806499	111.634003	1268	8457	694	98601	8	0	2	0	3	0	0	2	1	0	0	0	0	0	0	1	0	13440	19547	20945	16114	20200	8355
1089	40.829601	111.669998	1434	7304	479	34042	15	1	2	0	6	1	0	2	0	0	0	1	0	1	3	0	1	5003	4764	7762	6194	7600	2719
63	40.278111	111.201157	1095	8192	626	75977	2	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	5779	6536	13020	18824	14926	16892
1059	40.797798	111.697998	1527	8582	701	115375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10629	13572	25366	15687	23169	26952
1328	40.834	111.693001	1379	7807	598	51892	2	0	6	0	2	0	0	1	0	0	0	0	0	0	1	0	0	8065	7516	9797	11050	11395	4069
105	40.2015	111.348	992	8635	740	108438	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12229	15015	17954	20389	20908	21943
815	40.822399	111.651001	1322	8584	666	101211	5	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11137	12279	21237	17323	18773	20462
148	40.257999	111.369003	598	7703	572	49943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3308	4689	8568	9806	12399	11173
1506	40.8461	111.722	1323	7303	617	43543	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4827	7418	11192	7492	10039	2575
1518	40.820599	111.751999	1239	8232	637	57058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5931	7456	9335	11900	8629	13807
856	40.759102	111.718002	1374	8269	643	71755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6260	7469	12283	12400	14079	19264
859	40.814301	111.663002	1619	6702	641	90698	16	2	2	0	5	0	1	2	1	1	0	0	0	0	4	0	0	1631	764	17148	28200	30834	12121
1288	40.8442	111.677002	2058	4539	729	132457	4	0	2	0	3	0	0	1	4	2	0	0	0	1	0	0	0	62	2425	53035	33260	37430	6245
1634	40.867298	111.809998	1474	5935	531	24158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2418	3078	6656	4584	6225	1197
1384	40.826099	111.709999	1186	7994	640	68791	24	2	2	0	7	1	1	2	1	1	1	0	0	0	0	0	0	7246	8506	17015	15450	16139	4435
1697	40.905998	111.845001	1787	7297	744	130635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4263	3582	41491	28052	30156	23091
527	40.810486	111.577354	1770	5374	510	28889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	2067	12451	7690	5008	648
741	40.7794	111.685997	1266	8690	685	97567	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12484	12301	15310	12797	17990	26685
645	40.776699	111.666	1062	8582	668	83151	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8124	12817	13954	11587	15702	20967
950	40.8004	111.684998	1706	8128	654	101014	12	2	2	0	2	0	0	2	1	0	0	0	0	0	4	1	0	13153	14820	26467	18457	22304	5813
1470	40.8256	111.733002	1546	7365	569	39860	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	5062	7184	6761	6650	10173	4030
1352	40.822399	111.708	1560	7796	614	64577	37	5	4	1	8	1	2	1	2	5	1	0	0	5	3	1	1	6748	7728	17518	12500	16773	3310
1449	41.100201	111.453003	857	6264	525	33978	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3582	3727	7032	6306	10128	3203
367	40.376801	111.82	917	7723	578	52240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4426	4661	7984	10696	11951	12522
999	40.783798	111.706001	1074	6844	675	83710	2	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	6672	3109	15963	19235	17188	21543
1072	40.773384	111.72364	1035	8542	693	86556	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10509	12829	13547	15635	13025	21011
1339	40.832001	111.695999	1458	7980	594	52793	2	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7772	6159	8131	8338	10538	11855
588	40.80715	111.621088	1381	6242	557	27088	2	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2857	4296	5500	5388	7088	1959
1267	40.8009	111.718002	1092	8499	642	76230	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8493	10561	10241	12894	14043	19998
1635	40.864811	111.813309	1589	5426	495	21244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2386	2895	4964	4094	5792	1113
609	40.804909	111.629372	1284	8092	615	65732	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9879	7847	15338	14629	14131	3908
782	40.780201	111.690002	1398	8402	586	69152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7978	10204	13963	9598	12069	15340
1426	40.847698	111.697998	1134	8649	740	114016	2	0	2	0	1	0	0	2	4	0	0	0	0	0	0	0	0	9439	12323	26447	23280	21618	20909
629	40.811459	111.627516	1663	7403	537	36437	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	5893	6256	7329	7198	7519	2242
696	40.799801	111.657997	1465	7806	546	51872	2	1	10	0	1	0	1	1	0	0	0	0	0	0	0	0	0	6362	6820	11487	10319	13297	3587
604	40.822899	111.610001	1172	7450	581	53536	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5450	5006	12836	13092	14378	2774
552	40.790199	111.620003	894	8178	669	64164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9507	13418	12307	9621	14327	4984
73	40.287979	111.211632	815	7817	659	84356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3810	10076	14448	17457	18207	20358
