SiteId	Latitude	Longitude	UserCount	MinuteCount	URICount	TotalCount	美食	休闲娱乐	购物	结婚	宾馆酒店	旅游景点	教育培育	生活服务	医疗服务	丽人	汽车服务	运动健身	商务服务	机构	金融银行	楼宇小区	交通出行	工作区	生活区	商业区	timeZone1	timeZone2	timeZone3	timeZone4	timeZone5	timeZone6
224	40.72187	111.115837	1338	7785	650	57123	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	3423	4727	8786	11911	12954	15322
1213	40.860843	111.651908	1538	8326	674	62232	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	1	2	6551	8180	9156	10446	12268	15631
1373	40.844101	111.689003	1114	8690	728	114585	31	3	8	0	12	1	4	1	6	1	4	0	0	2	7	0	0	14	43	23	8908	14617	17353	21413	20307	31987
732	40.7938	111.669998	1672	8168	600	80140	44	3	17	0	23	0	4	7	8	1	7	0	0	1	3	2	0	13	64	43	12478	14020	22209	10999	15394	5040
760	40.823673	111.643997	1651	8342	614	62104	22	2	7	0	10	1	3	3	4	0	1	0	0	0	1	1	2	6	32	19	7089	7844	8998	11361	12456	14356
1356	40.8517	111.679001	1590	8659	656	86903	10	1	0	0	2	0	0	0	1	0	0	0	0	0	5	1	0	6	11	3	8336	10292	15066	16092	17506	19611
1225	40.832001	111.681999	1575	7403	553	40026	41	5	10	0	10	0	2	10	11	2	16	1	0	2	4	2	0	24	67	25	5360	5327	9105	8588	9367	2279
1272	40.8232	111.695999	1837	8122	584	57303	69	10	12	1	27	1	7	9	9	8	1	3	1	8	7	2	3	23	105	50	6011	6523	9116	10616	12008	13029
546	40.807598	111.600998	1681	8027	682	71679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8087	10132	19300	14156	15473	4531
168	39.910702	111.767998	1108	7516	603	56488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	8769	9412	12445	9808	9405
682	40.791401	111.663002	1678	8189	616	66183	27	4	8	3	17	0	5	5	7	3	1	0	1	3	5	1	1	12	47	32	10279	10823	14314	12885	14329	3553
624	40.7607	111.677002	1724	7714	721	133650	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4367	9016	37931	24497	36643	21196
637	40.783699	111.656998	1624	7714	717	70422	4	3	2	0	4	1	1	0	0	0	2	0	0	0	1	1	0	5	5	9	5387	12044	18932	12664	17084	4311
589	40.813015	111.615349	1571	7981	643	61995	1	0	2	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	5	2	9768	11416	12435	10214	13994	4168
1631	40.883499	111.790001	1190	8628	676	82864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8076	10297	16066	14816	17764	15845
330	40.744522	111.382591	1154	5468	428	21632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748	2660	4248	5015	4482	3479
730	40.814701	111.649002	2198	7158	554	36702	34	16	7	0	3	2	4	5	2	2	2	1	0	2	1	1	0	8	48	26	2498	3490	6794	7812	9106	7002
1483	40.8344	111.727997	1616	5788	526	60311	36	4	8	1	6	1	5	3	7	5	1	0	0	2	7	2	1	14	56	19	2749	703	12366	21655	20236	2602
744	40.813599	111.652	1383	8488	680	83803	84	16	10	0	7	5	6	9	8	3	2	1	0	3	2	0	0	12	111	33	7937	8967	12943	17530	15040	21386
944	40.809738	111.675293	2012	7953	577	57085	87	16	9	7	8	1	6	3	20	11	4	3	3	8	17	2	4	39	130	40	6895	4896	13176	12522	11521	8075
694	40.801102	111.655998	1673	7873	594	59817	31	10	11	1	12	0	1	2	3	4	1	0	0	4	2	2	0	9	41	34	5707	9552	13164	12172	14670	4552
1510	40.8416	111.727217	1427	7787	614	50424	3	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	5	3	6264	7856	12697	8682	11224	3701
1553	40.830452	111.755119	1314	7739	614	56961	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	4	0	0	6092	7859	14486	12647	13267	2610
1041	40.8699	111.623817	1795	8609	731	104752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6961	8366	16760	20182	28295	24188
219	40.718552	111.114639	1331	8102	699	81777	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	4796	9234	16568	15730	19185	16264
635	40.761398	111.679001	1662	7870	726	123113	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3324	7244	47982	22087	28775	13701
1582	40.827542	111.776778	1030	7839	619	58914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7153	9637	13687	10744	14849	2844
1168	40.8125	111.694	1820	8210	625	87615	57	13	15	0	13	2	11	3	8	3	0	1	0	3	6	0	1	12	83	41	16126	11742	15946	17195	19235	7371
90	40.232899	111.297997	1353	8439	617	66091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6833	9816	11340	10159	12607	15336
82	40.253159	111.261818	1042	8505	770	115379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7284	14514	24722	23037	23253	22569
124	39.904598	111.675003	1156	7397	586	45985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5231	5155	7241	8406	9006	10946
1069	40.726799	111.769997	1153	8547	647	73880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6033	8041	15505	16211	16009	12081
742	40.845402	111.620003	1852	6181	678	68203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995	1670	15275	14724	17618	16921
1540	40.8703	111.710999	982	8626	763	113979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9846	13931	16820	17210	23567	32605
500	40.752102	111.607002	1221	7764	671	86031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3144	10960	17056	16286	18074	20511
625	40.780102	111.657997	1885	7806	638	53512	2	1	2	0	0	0	1	1	1	0	2	0	0	0	0	1	0	3	5	3	5899	5214	7856	7122	12214	15207
803	40.837101	111.635002	1452	8520	681	90169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9891	12919	14632	12756	16430	23541
806	40.825401	111.647003	1720	8016	701	90713	29	1	12	0	13	1	2	4	5	0	2	0	0	0	1	1	2	7	40	26	4190	7708	27452	19465	20848	11050
636	40.806499	111.634003	1268	8457	694	98601	20	1	5	0	8	0	0	1	6	1	1	0	0	1	0	2	0	4	28	14	13440	19547	20945	16114	20200	8355
1089	40.829601	111.669998	1434	7304	479	34042	62	9	12	0	26	3	3	4	4	4	5	1	0	4	10	0	4	26	78	47	5003	4764	7762	6194	7600	2719
283	40.7612	111.239998	1110	8697	650	109396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10262	12976	22656	21114	20651	21737
1644	40.8633	111.835999	1174	7398	527	48427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	8340	12125	9195	11116	2254
63	40.278111	111.201157	1095	8192	626	75977	5	1	0	0	1	0	1	1	6	1	1	0	0	1	0	0	0	2	14	2	5779	6536	13020	18824	14926	16892
525	40.699299	111.684998	1198	7293	592	54097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3244	5551	9451	11166	12050	12635
516	40.754398	111.623001	1061	8645	677	90507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6980	11309	15256	17808	16722	22432
541	40.779572	111.623047	1227	8319	732	86207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6508	11013	14171	14744	15612	24159
1059	40.797798	111.697998	1527	8582	701	115375	29	1	6	0	8	0	0	2	7	3	3	1	0	2	12	0	0	17	42	15	10629	13572	25366	15687	23169	26952
353	40.647259	111.525177	1070	5146	446	20583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2553	2761	3395	3636	4032	4206
1328	40.834	111.693001	1379	7807	598	51892	13	3	18	0	5	2	0	5	4	0	5	0	1	0	1	1	2	12	22	26	8065	7516	9797	11050	11395	4069
113	39.914501	111.643997	1032	8072	636	70129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5471	8996	13711	14132	13919	13900
105	40.2015	111.348	992	8635	740	108438	1	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	3	2	2	12229	15015	17954	20389	20908	21943
815	40.822399	111.651001	1322	8584	666	101211	60	2	11	1	21	2	5	6	16	0	3	0	0	1	7	2	1	16	87	35	11137	12279	21237	17323	18773	20462
485	40.802731	111.542999	990	7307	557	40265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4192	6339	9722	7091	10461	2460
148	40.257999	111.369003	598	7703	572	49943	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3308	4689	8568	9806	12399	11173
1506	40.8461	111.722	1323	7303	617	43543	8	1	1	0	5	0	3	0	3	0	2	0	0	0	1	1	0	4	14	7	4827	7418	11192	7492	10039	2575
1518	40.820599	111.751999	1239	8232	637	57058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	5931	7456	9335	11900	8629	13807
856	40.759102	111.718002	1374	8269	643	71755	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	1	6260	7469	12283	12400	14079	19264
859	40.814301	111.663002	1619	6702	641	90698	113	21	34	9	34	2	7	6	24	11	5	1	1	12	15	1	3	39	162	98	1631	764	17148	28200	30834	12121
1288	40.8442	111.677002	2058	4539	729	132457	25	4	3	1	12	2	5	5	6	6	2	0	0	6	2	0	0	12	47	20	62	2425	53035	33260	37430	6245
1634	40.867298	111.809998	1474	5935	531	24158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2418	3078	6656	4584	6225	1197
1384	40.826099	111.709999	1186	7994	640	68791	100	15	9	3	24	1	7	5	6	8	1	1	0	9	4	2	1	18	127	51	7246	8506	17015	15450	16139	4435
1697	40.905998	111.845001	1787	7297	744	130635	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4263	3582	41491	28052	30156	23091
1381	40.7882	111.747002	996	8480	741	80269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7822	10210	15211	15646	15252	16128
527	40.810486	111.577354	1770	5374	510	28889	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1025	2067	12451	7690	5008	648
1504	40.826981	111.7402	1504	7152	540	36793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4171	4514	8140	9045	8673	2250
741	40.7794	111.685997	1266	8690	685	97567	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	12484	12301	15310	12797	17990	26685
645	40.776699	111.666	1062	8582	668	83151	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	8124	12817	13954	11587	15702	20967
1562	40.85898	111.72957	1560	7299	638	40309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2941	3631	8775	7692	8333	8937
1624	40.857498	111.801003	1495	7137	560	44630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5449	5103	10507	8016	12657	2898
950	40.8004	111.684998	1706	8128	654	101014	56	6	17	0	12	2	1	4	12	1	8	0	0	2	15	1	2	30	74	35	13153	14820	26467	18457	22304	5813
1470	40.8256	111.733002	1546	7365	569	39860	9	0	4	2	2	0	1	2	3	0	1	0	0	2	0	0	0	3	15	8	5062	7184	6761	6650	10173	4030
1352	40.822399	111.708	1560	7796	614	64577	90	6	11	5	18	1	10	4	10	8	2	1	0	13	7	3	1	27	123	40	6748	7728	17518	12500	16773	3310
275	40.5228	111.449997	959	5494	455	26883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4165	2528	3323	4982	7307	4578
1449	41.100201	111.453003	857	6264	525	33978	3	0	0	0	3	0	1	0	0	1	0	0	0	1	2	0	0	3	5	3	3582	3727	7032	6306	10128	3203
367	40.376801	111.82	917	7723	578	52240	4	0	5	0	2	0	0	2	0	0	1	0	0	0	1	0	0	2	6	7	4426	4661	7984	10696	11951	12522
118	39.909725	111.658264	965	8133	631	55666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4997	6078	9077	12044	11193	12277
580	40.755199	111.668999	1653	8191	703	99598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5245	5324	25035	20448	24395	19151
999	40.783798	111.706001	1074	6844	675	83710	13	0	2	0	6	1	2	1	2	2	0	0	0	1	0	1	0	3	20	8	6672	3109	15963	19235	17188	21543
1072	40.773384	111.72364	1035	8542	693	86556	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	10509	12829	13547	15635	13025	21011
1339	40.832001	111.695999	1458	7980	594	52793	24	4	17	0	11	2	5	4	3	1	3	0	0	1	2	1	3	12	37	32	7772	6159	8131	8338	10538	11855
588	40.80715	111.621088	1381	6242	557	27088	5	1	4	0	0	0	0	2	3	0	2	0	0	0	1	1	0	4	10	5	2857	4296	5500	5388	7088	1959
95	40.1866	111.348	952	8508	688	88396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7003	10861	20660	14802	18662	16408
1267	40.8009	111.718002	1092	8499	642	76230	16	2	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	2	16	5	8493	10561	10241	12894	14043	19998
472	40.747601	111.591003	1233	8155	699	81438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5212	8874	15422	15736	15462	20732
1610	40.878399	111.751999	1078	7988	651	57654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5543	6320	11926	9771	10953	13141
1635	40.864811	111.813309	1589	5426	495	21244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2386	2895	4964	4094	5792	1113
1076	40.743301	111.753998	1168	8219	675	80002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7644	7137	17267	16009	17583	14362
609	40.804909	111.629372	1284	8092	615	65732	6	0	0	0	1	0	0	0	2	0	2	0	0	0	0	2	0	4	8	1	9879	7847	15338	14629	14131	3908
1585	40.848301	111.757004	1110	5263	518	28140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	4418	6793	5478	9228	1409
782	40.780201	111.690002	1398	8402	586	69152	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	7978	10204	13963	9598	12069	15340
1664	40.8829	111.847	1643	7079	608	51764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4523	4649	19763	9100	11027	2702
386	40.400299	111.817001	785	8266	657	104128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4977	10682	23310	22113	23736	19310
449	40.765911	111.536003	1052	6397	593	31296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1663	2862	5702	6744	6883	7442
1426	40.847698	111.697998	1134	8649	740	114016	11	1	5	0	2	0	5	2	6	0	1	0	0	0	2	1	0	4	24	8	9439	12323	26447	23280	21618	20909
629	40.811459	111.627516	1663	7403	537	36437	17	1	4	0	5	0	2	1	3	0	5	0	0	2	2	0	0	9	23	10	5893	6256	7329	7198	7519	2242
696	40.799801	111.657997	1465	7806	546	51872	32	7	14	2	10	1	3	5	4	3	2	0	0	2	3	2	1	11	47	33	6362	6820	11487	10319	13297	3587
604	40.822899	111.610001	1172	7450	581	53536	6	0	9	0	0	0	0	2	3	0	20	0	0	0	0	1	0	21	11	9	5450	5006	12836	13092	14378	2774
552	40.790199	111.620003	894	8178	669	64164	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	9507	13418	12307	9621	14327	4984
73	40.287979	111.211632	815	7817	659	84356	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3810	10076	14448	17457	18207	20358
1375	40.862499	111.670998	1129	8410	604	65970	1	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	1	4	7154	9750	10754	10804	11802	15706
1348	40.862499	111.667	1300	8443	646	78744	9	1	3	1	2	0	0	1	1	1	6	0	0	1	0	0	0	7	12	7	5579	8790	13522	14731	15946	20176
718	40.823502	111.637711	1266	7930	585	54599	5	2	4	0	3	1	1	0	4	1	0	0	0	1	1	0	0	3	11	9	5765	6503	6360	8136	11037	16798
1394	40.868462	111.668798	1200	8469	607	68161	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	9131	8866	9676	8623	12530	19335
1463	41.089199	111.468002	960	7166	595	48075	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	5934	8487	6860	10173	12293	4328
594	40.795898	111.634003	1346	7563	640	52145	10	0	4	0	3	0	0	1	0	0	1	0	0	0	0	1	0	2	11	7	4847	8020	14174	11125	11571	2408
1665	40.846901	111.885002	861	6549	497	39821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2074	6752	10284	7381	11164	2166
1316	40.769501	111.755997	1087	8443	687	75292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8977	7961	11455	11718	15482	19699
66	40.282082	111.202919	890	8024	559	54917	3	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	1	6	2	3060	8016	8931	11569	10761	12580
1249	40.830299	111.686996	1111	7654	601	65736	60	12	11	1	22	4	6	6	10	3	12	2	0	2	12	3	2	35	87	46	7953	6714	16734	14297	17076	2962
1514	40.879711	111.691963	1043	8285	632	63286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5005	7346	8355	11141	12870	18569
881	40.755001	111.723701	1415	7797	572	45424	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3449	4121	10177	8958	10492	8227
1326	40.823545	111.703298	1485	8577	650	83169	71	9	12	3	20	4	8	3	5	7	2	1	0	9	7	3	3	28	95	44	9098	7856	12811	15738	15333	22333
488	40.795441	111.552361	1527	6396	537	30692	4	0	1	0	1	0	1	0	0	0	4	0	0	0	0	1	0	5	5	2	2255	3700	9084	5980	8267	1406
188	39.841301	111.906998	907	6440	517	38270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3914	3153	7701	6397	11628	5477
1667	40.901901	111.834999	2042	6754	592	44773	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1658	2648	12324	7866	12333	7944
165	39.891602	111.781998	924	6863	535	44033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5097	5192	8107	8007	11448	6182
502	40.636398	111.724998	1167	8284	551	49657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6153	7061	8325	8915	10471	8732
404	40.660198	111.593002	904	6331	535	29448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580	2829	5987	5994	6609	6449
689	40.7882	111.667999	865	8229	596	64277	11	2	4	0	7	0	1	2	3	0	2	0	0	0	1	3	0	6	17	13	11206	15900	12988	7498	11891	4794
212	40.389702	111.424004	803	7847	503	39023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269	3630	8033	8036	7754	7301
908	40.812	111.669998	1362	7807	587	52186	86	18	44	12	16	2	5	2	36	11	4	4	1	10	9	2	4	32	144	90	5241	4310	8755	10250	11518	12112
1389	40.814899	111.722	1214	7813	586	52219	39	1	2	1	8	2	4	4	3	3	2	1	0	3	3	3	0	13	54	12	4895	6161	7879	9108	9109	15067
913	40.813599	111.668999	1324	8391	573	61068	112	21	51	9	23	2	4	5	33	13	3	5	1	12	17	2	3	40	172	104	5936	5642	9230	14159	13406	12695
578	40.820583	111.602013	1085	8039	626	67174	2	0	1	0	0	0	0	0	0	0	10	0	0	0	0	1	0	11	2	1	9701	12699	13602	11371	15567	4234
1379	40.7271	111.807999	948	7780	576	48088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4004	4679	8958	8697	10943	10807
1473	40.84738333	111.71292	996	8402	606	65026	9	2	2	0	9	0	0	3	4	0	3	0	0	0	1	3	0	7	16	13	7769	7566	10515	9878	10358	18940
1651	40.872898	111.848	993	6811	458	33116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3552	4587	8350	6724	7982	1921
1503	40.81607	111.750925	1174	7280	613	46351	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	2642	3499	9111	9873	10779	10447
125	39.904602	111.675056	983	7097	537	38978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3283	4086	6191	8000	7733	9685
1071	40.806	111.691002	1730	7635	590	54749	58	4	15	1	11	1	8	3	4	4	1	1	0	4	3	0	1	10	78	31	9064	5933	10791	12020	12387	4554
852	40.787873	111.689013	1104	8550	637	80342	9	1	2	0	4	0	1	2	4	0	1	0	0	0	0	2	0	3	16	7	10163	10881	12142	12937	12829	21390
857	40.85817	111.619003	1698	8563	682	132240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21930	13631	21638	23904	20150	30987
199	39.883999	111.889999	896	5868	476	25920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3491	2622	4693	4274	7100	3740
1446	40.857099	111.695499	1139	8080	613	64614	0	0	3	0	3	0	1	0	2	0	1	0	0	0	0	1	0	2	3	6	4001	6217	9157	12001	13502	19736
1495	40.7854	111.779999	864	8396	674	76257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6591	8421	13042	14762	15808	17633
81	40.628769	110.884987	802	2558	299	7215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	513	1411	1691	1728	1390
401	40.709499	111.538002	967	8437	638	81180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11277	10340	12694	15247	17124	14498
834	40.813999	111.661003	1520	3706	530	48623	147	21	33	6	38	4	8	9	26	11	5	2	0	12	13	1	3	38	203	98	7	47	12391	20910	15233	35
911	40.7803	111.702003	1245	7096	597	53549	5	0	0	0	2	1	0	0	0	2	0	0	0	1	0	1	0	3	7	2	3432	4317	10298	12363	10290	12849
1223	40.821899	111.692001	1053	8437	594	79761	96	12	13	4	42	2	10	5	19	10	1	2	2	11	8	2	1	27	142	71	14157	9316	13185	12012	15162	15929
497	40.763599	111.594002	1105	8076	605	60498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7482	8757	8207	9408	9783	16861
651	40.780201	111.664001	1481	6540	517	31126	2	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	4	2	2161	2858	5195	6428	7150	7334
59	40.276142	111.199203	926	7521	601	51111	2	1	0	0	1	0	2	1	5	0	0	0	0	0	1	0	0	1	10	2	2399	4773	8932	11922	11011	12074
570	40.772999	111.647003	1111	7982	624	51042	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5133	5642	7308	8010	10543	14406
349	40.747002	111.422997	1341	8357	637	93258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9604	8511	13456	16508	19452	25727
1415	40.839401	111.703003	1074	7141	503	39279	8	1	14	0	4	1	2	3	1	2	2	0	0	2	2	2	0	9	16	19	6549	6994	8469	6685	8120	2462
245	40.430599	111.438004	872	5921	473	28908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3921	2872	4740	3959	6028	7388
223	40.476379	111.358757	950	5000	464	17758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	2017	4524	3287	4101	2957
1630	40.854	111.815002	642	5036	471	29426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	2144	8143	7071	10322	1535
1275	40.8490316	111.670383	1569	6879	538	41192	16	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	16	5	4128	3684	8433	8050	9682	7215
700	40.799	111.658997	1511	7302	519	41236	38	6	13	2	11	1	4	6	5	2	1	0	0	2	4	2	1	11	55	32	7392	6069	7797	7766	10002	2210
434	40.488987	111.789196	1602	7803	693	73124	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4656	3952	15286	13067	20900	15263
1152	40.877201	111.627998	1650	7935	765	176573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6218	9645	54729	39112	36376	30493
927	40.809101	111.675003	1279	8025	620	67699	89	16	9	7	7	1	6	3	17	9	5	3	3	7	15	2	5	38	127	39	7379	6286	9410	15053	11914	17657
1420	40.7533	111.790001	957	7470	555	40511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3543	3525	8250	7506	8282	9405
518	40.797501	111.582611	1203	6755	545	32315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3042	5514	7629	5802	7888	2440
1232	40.8242	111.691002	1032	8588	620	82949	119	19	15	7	47	6	10	3	7	8	2	3	2	10	15	2	4	41	150	88	9488	10394	10446	14626	18068	19927
1312	40.8419	111.682999	1328	8353	585	64257	27	4	4	1	12	2	6	5	4	3	4	0	0	4	1	2	0	13	45	21	9479	7129	9573	12065	11890	14121
1568	40.884328	111.710022	818	6915	585	45372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4056	4605	5897	7300	9857	13657
709	40.802101	111.657997	1767	5051	431	21221	33	10	13	2	12	2	2	5	3	3	2	0	0	3	4	1	1	13	46	37	2454	1916	5930	4241	6167	513
824	40.783806	111.690598	949	8224	593	74103	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	5316	7213	9672	13210	18383	20309
83	40.300098	111.217003	1029	7840	599	51790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3999	8451	6354	11019	9250	12717
1531	40.840116	111.7359	996	7665	631	51043	22	4	2	0	7	3	1	0	1	3	3	0	0	1	0	1	0	8	27	13	4304	7311	11945	10849	13344	3290
76	40.184101	111.319	905	7730	649	58576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5133	6949	13491	13295	10159	9549
1291	40.8195	111.702003	935	8355	625	88738	65	12	5	4	16	4	10	5	7	7	2	1	0	8	5	2	3	24	95	37	8393	10400	13490	14590	14956	26909
1400	40.856201	111.682999	1347	7929	487	50537	3	0	2	0	3	0	0	0	0	0	4	0	0	0	0	2	0	6	3	5	4555	5527	9428	8863	10190	11974
1418	40.828899	111.713997	1115	7722	610	62229	64	10	7	0	27	1	3	4	1	1	3	0	1	1	1	3	0	10	73	44	7222	8485	17938	11675	14571	2338
1639	40.859501	111.825996	893	8168	543	66375	4	0	0	0	3	0	0	0	1	0	1	0	0	0	2	0	0	3	5	3	9198	10659	16705	11553	13983	4277
131	39.908401	111.677002	805	7449	597	46861	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	3	1	3	3575	5134	7652	10946	9724	9830
106	40.201504	111.348167	872	7616	611	51178	1	1	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	3	2	3	4659	4328	9277	10218	13782	8914
